"Belarussian State Agrarian Technical University,Belarus,http://www.batu.edu.by/"
"Belarussian National Technical University,Belarus,http://www.bntu.by/"
"Belarussian State Medical University,Belarus,http://www.bsmu.by/"
"Academy of the Ministry of Internal Affairs of the Republic of Belarus,Belarus,http://academy.mia.by/"
"Belarussian State Academy of Music,Belarus,http://www.bgam.edu.by/"
"Belarussian State Agricultural Academy,Belarus,http://www.baa.by/"
"Brest State Technical University,Belarus,http://www.bstu.by/"
"Belarussian State University,Belarus,http://www.bsu.by/"
"Brest State University,Belarus,http://www.brsu.brest.by/"
"Belarussian State Polytechnical Academy,Belarus,http://www.bspa.unibel.by/"
"Belarussian State University of Informatics and Radioelectronics,Belarus,http://www.bsuir.by/"
"Institute for Command Engineers of The Ministry for Emergency Situations,Belarus,http://www.kii.gov.by/"
"Belarussian State University of Transport,Belarus,http://www.belsut.gomel.by/"
"Belarussian State Pedagogical University M. Tanka,Belarus,http://www.bspu.unibel.by/"
"Belarussian State Technological University,Belarus,http://www.bstu.unibel.by/"
"Belarussian State University of Culture and Arts,Belarus,http://www.buk.by/"
"International Sakharov Environmental University,Belarus,http://www.iseu.by/"
"Gomel State Medical University,Belarus,http://www.meduniver.gomel.by/"
"Grodno State Medical University,Belarus,http://www.grsmu.by/"
"Belarusian-Russian University,Belarus,http://www.bru.mogilev.by/"
"Gomel State Technical University Pavel Sukhoi,Belarus,http://www.gstu.gomel.by/"
"Mogilev State University A.A. Kuleshov,Belarus,http://msu.mogilev.by/"
"Grodno State University Yanka Kupaly,Belarus,http://www.grsu.by/"
"Minsk Institute of Management,Belarus,http://www.miu.by/"
"Belarussian State Economic University,Belarus,http://www.bseu.by/"
"European Humanities University,Belarus,http://www.data.minsk.by/ehu/"
"Minsk State Linguistic University,Belarus,http://www.mslu.by/"
"Gomel State University Francisk Scarnia,Belarus,http://www.gsu.unibel.by/"
"Polotsk State University,Belarus,http://www.psu.by/"
"Academy of Public Administration of Belarus,Belarus,http://www.pac.by/"
"Mozyr State Pedagogical Institute,Belarus,http://www.mgpu.gomel.by/"
"Vitebsk State Medical University,Belarus,http://www.vgmu.vitebsk.by/"
"Grodno State Agrarian University,Belarus,http://www.uni-agro.grodno.by/"
"Belarussian State Academy of Music,Belarus,http://www.bgam.edu.by/"
"Belarussian State Agrarian Technical University,Belarus,http://www.batu.edu.by/"
"Belarussian State University of Transport,Belarus,http://www.belsut.gomel.by/"
"Vitebsk State Academy of Veterinary Medicine,Belarus,http://www.vsavm.com/"
"Academy of the Ministry of Internal Affairs of the Republic of Belarus,Belarus,http://academy.mia.by/"
"Grodno State University Yanka Kupaly,Belarus,http://www.grsu.by/"
"Belarussian National Technical University,Belarus,http://www.bntu.by/"
"Belarussian State Economic University,Belarus,http://www.bseu.by/"
"Gomel State Technical University Pavel Sukhoi,Belarus,http://www.gstu.gomel.by/"
"Belarussian State University of Informatics and Radioelectronics,Belarus,http://www.bsuir.by/"
"Vitebsk State Technological University,Belarus,http://www.vstu.vitebsk.by/"
"Gomel State University Francisk Scarnia,Belarus,http://www.gsu.unibel.by/"
"Belarussian State University of Culture and Arts,Belarus,http://www.buk.by/"
"Brest State Technical University,Belarus,http://www.bstu.by/"
"Belarussian State Medical University,Belarus,http://www.bsmu.by/"
"European Humanities University,Belarus,http://www.data.minsk.by/ehu/"
"Belarussian State Agricultural Academy,Belarus,http://www.baa.by/"
"Brest State University,Belarus,http://www.brsu.brest.by/"
"International Sakharov Environmental University,Belarus,http://www.iseu.by/"
"Grodno State Agrarian University,Belarus,http://www.uni-agro.grodno.by/"
"Grodno State Medical University,Belarus,http://www.grsmu.by/"
"Belarussian State Polytechnical Academy,Belarus,http://www.bspa.unibel.by/"
"Belarusian-Russian University,Belarus,http://www.bru.mogilev.by/"
"Belarussian State Technological University,Belarus,http://www.bstu.unibel.by/"
"Vitebsk State Medical University,Belarus,http://www.vgmu.vitebsk.by/"
"Institute for Command Engineers of The Ministry for Emergency Situations,Belarus,http://www.kii.gov.by/"
"Vitebsk State University,Belarus,http://www.vsu.by/"
"Vitebsk State Academy of Veterinary Medicine,Belarus,http://www.vsavm.com/"
"Belarussian State Pedagogical University M. Tanka,Belarus,http://www.bspu.unibel.by/"
"Vitebsk State Technological University,Belarus,http://www.vstu.vitebsk.by/"
"Academy of Public Administration of Belarus,Belarus,http://www.pac.by/"
"Gomel State Medical University,Belarus,http://www.meduniver.gomel.by/"
"Polotsk State University,Belarus,http://www.psu.by/"
"Mogilev State University A.A. Kuleshov,Belarus,http://msu.mogilev.by/"
"Belarussian State University,Belarus,http://www.bsu.by/"
"Minsk Institute of Management,Belarus,http://www.miu.by/"
"Vitebsk State University,Belarus,http://www.vsu.by/"
"Mozyr State Pedagogical Institute,Belarus,http://www.mgpu.gomel.by/"
"Minsk State Linguistic University,Belarus,http://www.mslu.by/"
"Cégep de Saint-Jérôme,Canada,https://www.cstj.qc.ca,https://ccmt.cstj.qc.ca,https://ccml.cstj.qc.ca"
"Lambton College,Canada,https://www.lambtoncollege.ca"
"Collège Boréal,Canada,http://www.borealc.on.ca/"
"British Columbia Institute of Technology,Canada,http://www.bcit.ca/"
"Bow Valley College,Canada,http://www.bowvalleycollege.ca/"
"Algonquin College,Canada,http://www.algonquincollege.com/"
"Acadia University,Canada,http://www.acadiau.ca/"
"British Columbia Open University,Canada,http://www.bcou.ca/"
"William and Catherine Booth College,Canada,http://www.boothcollege.ca/"
"Camosun College,Canada,http://www.camosun.bc.ca/"
"Brock University,Canada,http://www.brocku.ca/"
"Ashton College,Canada,http://www.ashtoncollege.com/"
"Canadian College of Business & Computers,Canada,http://www.ccbc.ca/"
"Brandon University,Canada,http://www.brandonu.ca/"
"Assumption University,Canada,http://www.assumptionu.ca/"
"DeVry Institute of Technology,Canada,http://www.cal.devry.ca/"
"Columbia College,Canada,http://www.columbiacollege.ca/"
"Athabasca University,Canada,http://www.athabascau.ca/"
"Centennial College,Canada,http://www.centennialcollege.ca/"
"Capilano College,Canada,http://www.capcollege.bc.ca/"
"Canadian Mennonite University,Canada,http://www.cmu.ca/"
"Augustana University College,Canada,http://www.augustana.ab.ca/"
"George Brown College,Canada,http://www.gbrownc.on.ca/"
"College of New Caledonia,Canada,http://www.cnc.bc.ca/"
"Emily Carr Institute of Art + Design,Canada,http://www.eciad.bc.ca/"
"École des Hautes Études Commerciales,Canada,http://www.hec.ca/"
"Concordia University College of Alberta,Canada,http://www.concordia.ab.ca/"
"King's University College,Canada,http://www.kingsu.ab.ca/"
"École de technologie supérieure, Université du Québec,Canada,http://www.etsmtl.ca/"
"Huron University College,Canada,http://www.huronuc.on.ca/"
"Institut National de la Recherche Scientifique, Université du Québec,Canada,http://www.inrs.uquebec.ca/"
"University College of the Cariboo,Canada,http://www.cariboo.bc.ca/"
"Humber College,Canada,http://www.humber.ca/"
"École nationale d'administration publique, Université du Québec,Canada,http://www.enap.uquebec.ca/"
"Concordia University,Canada,http://www.concordia.ca/"
"First Nations University of Canada,Canada,http://www.firstnationsuniversity.ca/"
"Institut Armand-Frappier, Université du Québec,Canada,http://www.iaf.inrs.ca/"
"Kwantleen University College,Canada,http://www.kwantlen.bc.ca/"
"Douglas College,Canada,http://www.douglas.bc.ca/"
"Conestoga College,Canada,http://www.conestogac.on.ca/"
"Carleton University,Canada,http://www.carleton.ca/"
"Kingston College,Canada,http://www.kingston.edu/"
"University of Moncton, Shippagan,Canada,http://www.cus.ca/"
"Lakehead University,Canada,http://www.lakeheadu.ca/"
"College of the Rockies,Canada,http://www.cotr.bc.ca/"
"Durham College,Canada,https://durhamcollege.ca/"
"Mount Saint Vincent University,Canada,http://www.msvu.ca/"
"North Island College,Canada,http://www.nic.bc.ca/"
"Langara College,Canada,http://www.langara.bc.ca/,https://langara.ca/"
"Laurentian University of Sudbury,Canada,http://www.laurentian.ca/"
"Nipissing University,Canada,http://www.nipissingu.ca/"
"McGill University,Canada,http://www.mcgill.ca/"
"Mount Allison University,Canada,http://www.mta.ca/"
"University of Moncton, Edmundston,Canada,http://www.cuslm.ca/"
"Northern Lights College,Canada,http://www.nlc.bc.ca/"
"Mount Royal University,Canada,http://www.mtroyal.ca/"
"Malaspina University College,Canada,http://www.mala.bc.ca/"
"McMaster University,Canada,http://www.mcmaster.ca/"
"MacEwan University,Canada,http://www.macewan.ca/"
"Northern Alberta Institute of Technology,Canada,http://www.nait.ca/"
"Quest University,Canada,http://www.questu.ca/"
"Royal Roads University,Canada,http://www.royalroads.ca/"
"Southern Alberta Institute of Technology,Canada,http://www.sait.ca/"
"Regent College,Canada,http://www.regent-college.edu/"
"Ryerson Polytechnic University,Canada,http://www.ryerson.ca/"
"Luther College,Canada,http://www.saskweb.com/luthercollege/"
"Sauder School of Business,Canada,http://www.sauder.ubc.ca/"
"Redeemer College,Canada,http://www.redeemer.ca/"
"Royal Military College of Canada,Canada,http://www.rmc.ca/"
"École Polytechnique de Montréal, Université de Montréal,Canada,http://www.polymtl.ca/"
"Dominican College of Philosophy and Theology,Canada,http://www.op.org/canada/college.htm"
"Pacific International College,Canada,http://www.picollege.ca/"
"Nova Scotia Agricultural College,Canada,http://www.nsac.ns.ca/"
"Ontario College of Art and Design,Canada,http://www.ocad.ca/"
"Okanagan University College,Canada,http://www.okanagan.bc.ca/"
"St. Francis Xavier University,Canada,http://www.stfx.ca/"
"Nicola Valley Institute of Technology,Canada,http://www.nvit.bc.ca/"
"Queen's University,Canada,http://www.queensu.ca/"
"Lansbridge University,Canada,http://www.lansbridge.com/"
"University of Toronto, Scarborough,Canada,http://www.scar.utoronto.ca/"
"Saskatchewan Indian Federated College,Canada,http://www.sifc.edu/"
"Dalhousie University,Canada,http://www.dal.ca/"
"Trinity Western University,Canada,http://www.twu.ca/"
"Nova Scotia College of Art and Design,Canada,http://www.nscad.ns.ca/"
"Seneca College,Canada,http://www.senecacollege.ca/"
"University of Trinity College,Canada,http://www.trinity.utoronto.ca/"
"Sheridan College,Canada,http://www.sheridancollege.ca/"
"St. Mary's University,Canada,http://www.stmarys.ca/,https://smu.ca/"
"Selkirk College,Canada,http://www.selkirk.bc.ca/"
"University of British Columbia,Canada,http://www.ubc.ca/"
"Thompson Rivers University,Canada,http://www.tru.ca/"
"Université Laval,Canada,http://www.ulaval.ca/"
"St. Clair College,Canada,http://www.stclairc.on.ca/"
"University of Alberta,Canada,http://www.ualberta.ca/"
"Simon Fraser University,Canada,http://www.sfu.ca/"
"Université de Montréal,Canada,http://www.umontreal.ca/"
"St. Thomas University,Canada,http://www.stthomasu.ca/"
"University of Manitoba,Canada,http://www.umanitoba.ca/"
"Université du Québec à Chicoutimi,Canada,http://www.uqac.ca/"
"Trent University,Canada,http://www.trentu.ca/"
"Bishop's University,Canada,http://www.ubishops.ca/"
"University of New Brunswick,Canada,http://www.unb.ca/"
"Télé-université, Université du Québec,Canada,http://www.teluq.uquebec.ca/"
"University of Moncton,Canada,http://www.umoncton.ca/"
"University of Lethbridge,Canada,http://www.uleth.ca/"
"Université de Sherbrooke,Canada,http://www.usherb.ca/"
"University of Québec,Canada,http://www.uquebec.ca/"
"University of Calgary,Canada,http://www.ucalgary.ca/"
"University of Northern British Columbia,Canada,http://www.unbc.ca/"
"Université du Québec à Montréal,Canada,http://www.uqam.ca/"
"Campion College,Canada,http://www.uregina.ca/campion/"
"University of Saskatchewan,Canada,http://www.usask.ca/"
"University of Regina,Canada,http://www.uregina.ca/"
"University of New Brunswick, Saint John,Canada,http://www.unbsj.ca/"
"University of St. Jerome's College,Canada,http://www.usjc.uwaterloo.ca/"
"University College of Cape Breton,Canada,http://www.uccb.ns.ca/"
"University Canada West,Canada,http://www.universitycanadawest.ca/"
"University of Guelph,Canada,http://www.uoguelph.ca/"
"Université du Québec en Outaouais,Canada,http://www.uqo.ca/"
"Memorial University of Newfoundland,Canada,http://www.ucs.mun.ca/"
"Université du Québec à Trois-Rivières,Canada,http://www.uqtr.uquebec.ca/"
"University of King's College,Canada,http://www.ukings.ns.ca/"
"University of Toronto,Canada,http://www.utoronto.ca/"
"University of Victoria,Canada,http://www.uvic.ca/"
"University College of the Fraser Valley,Canada,http://www.ucfv.bc.ca/"
"Université du Québec en Abitibi-Témiscamingue,Canada,http://www.uqat.uquebec.ca/"
"Université du Québec à Rimouski,Canada,http://www.uqar.uquebec.ca/"
"University of Waterloo,Canada,http://www.uwaterloo.ca/"
"University College of Saint-Boniface,Canada,http://www.ustboniface.mb.ca/"
"University of Sudbury,Canada,http://www.usudbury.com/"
"University of Ontario Institute of Technology,Canada,http://www.uoit.ca/"
"University of Toronto, Mississauga,Canada,http://www.utm.utoronto.ca/"
"Vanier College,Canada,https://www.vaniercollege.qc.ca/"
"University of Windsor,Canada,http://www.uwindsor.ca/"
"St. Paul University,Canada,http://www.ustpaul.ca/"
"University of St. Michael's College,Canada,http://www.utoronto.ca/stmikes/"
"York University,Canada,http://www.yorku.ca/"
"Mohawk College,Canada,https://www.mohawkcollege.ca/"
"University of Ottawa,Canada,http://www.uottawa.ca/"
"Yukon College,Canada,http://www.yukoncollege.yk.ca/"
"University of Winnipeg,Canada,http://www.uwinnipeg.ca/"
"University of Western Ontario,Canada,http://www.uwo.ca/"
"Vancouver Community College,Canada,http://www.vcc.ca/"
"College of Bois-de-Boulogne,Canada,https://www.bdeb.qc.ca/"
"Ontario Tech University,Canada,https://ontariotechu.ca/"
"Brescia University College,Canada,http://brescia.uwo.ca/"
"University of Prince Edward Island,Canada,http://www.upei.ca/"
"Victoria University Toronto, University of Toronto,Canada,http://vicu.utoronto.ca/"
"King's College,Canada,http://www.uwo.ca/kings/"
"Cégep de Saint-Jérôme,Canada,https://www.cstj.qc.ca,https://ccmt.cstj.qc.ca,https://ccml.cstj.qc.ca"
"Brock University,Canada,http://www.brocku.ca/"
"Ashton College,Canada,http://www.ashtoncollege.com/"
"Lambton College,Canada,https://www.lambtoncollege.ca"
"Acadia University,Canada,http://www.acadiau.ca/"
"William and Catherine Booth College,Canada,http://www.boothcollege.ca/"
"Carleton University,Canada,http://www.carleton.ca/"
"Fanshawe College,Canada,https://www.fanshawec.ca/"
"St. Anne University,Canada,http://www.ustanne.ednet.ns.ca/"
"DeVry Institute of Technology,Canada,http://www.cal.devry.ca/"
"Assumption University,Canada,http://www.assumptionu.ca/"
"Collège Boréal,Canada,http://www.borealc.on.ca/"
"Canadian College of Business & Computers,Canada,http://www.ccbc.ca/"
"Camosun College,Canada,http://www.camosun.bc.ca/"
"Algonquin College,Canada,http://www.algonquincollege.com/"
"Capilano College,Canada,http://www.capcollege.bc.ca/"
"University College of the Cariboo,Canada,http://www.cariboo.bc.ca/"
"Wilfrid Laurier University,Canada,http://www.wlu.ca/"
"Centennial College,Canada,http://www.centennialcollege.ca/"
"Canadian Mennonite University,Canada,http://www.cmu.ca/"
"Bow Valley College,Canada,http://www.bowvalleycollege.ca/"
"Athabasca University,Canada,http://www.athabascau.ca/"
"British Columbia Institute of Technology,Canada,http://www.bcit.ca/"
"Brandon University,Canada,http://www.brandonu.ca/"
"British Columbia Open University,Canada,http://www.bcou.ca/"
"College of New Caledonia,Canada,http://www.cnc.bc.ca/"
"Dalhousie University,Canada,http://www.dal.ca/"
"Augustana University College,Canada,http://www.augustana.ab.ca/"
"Columbia College,Canada,http://www.columbiacollege.ca/"
"École de technologie supérieure, Université du Québec,Canada,http://www.etsmtl.ca/"
"Conestoga College,Canada,http://www.conestogac.on.ca/"
"Douglas College,Canada,http://www.douglas.bc.ca/"
"Durham College,Canada,https://durhamcollege.ca/"
"University of Moncton, Shippagan,Canada,http://www.cus.ca/"
"Emily Carr Institute of Art + Design,Canada,http://www.eciad.bc.ca/"
"George Brown College,Canada,http://www.gbrownc.on.ca/"
"First Nations University of Canada,Canada,http://www.firstnationsuniversity.ca/"
"College of the Rockies,Canada,http://www.cotr.bc.ca/"
"Concordia University,Canada,http://www.concordia.ca/"
"University of Moncton, Edmundston,Canada,http://www.cuslm.ca/"
"École des Hautes Études Commerciales,Canada,http://www.hec.ca/"
"École nationale d'administration publique, Université du Québec,Canada,http://www.enap.uquebec.ca/"
"Concordia University College of Alberta,Canada,http://www.concordia.ab.ca/"
"Lakehead University,Canada,http://www.lakeheadu.ca/"
"Lansbridge University,Canada,http://www.lansbridge.com/"
"MacEwan University,Canada,http://www.macewan.ca/"
"Institut National de la Recherche Scientifique, Université du Québec,Canada,http://www.inrs.uquebec.ca/"
"Huron University College,Canada,http://www.huronuc.on.ca/"
"Laurentian University of Sudbury,Canada,http://www.laurentian.ca/"
"King's University College,Canada,http://www.kingsu.ab.ca/"
"Humber College,Canada,http://www.humber.ca/"
"Langara College,Canada,http://www.langara.bc.ca/,https://langara.ca/"
"Kwantleen University College,Canada,http://www.kwantlen.bc.ca/"
"Malaspina University College,Canada,http://www.mala.bc.ca/"
"Institut Armand-Frappier, Université du Québec,Canada,http://www.iaf.inrs.ca/"
"Kingston College,Canada,http://www.kingston.edu/"
"Mount Allison University,Canada,http://www.mta.ca/"
"McMaster University,Canada,http://www.mcmaster.ca/"
"McGill University,Canada,http://www.mcgill.ca/"
"Pacific International College,Canada,http://www.picollege.ca/"
"École Polytechnique de Montréal, Université de Montréal,Canada,http://www.polymtl.ca/"
"Queen's University,Canada,http://www.queensu.ca/"
"Nicola Valley Institute of Technology,Canada,http://www.nvit.bc.ca/"
"Mount Royal University,Canada,http://www.mtroyal.ca/"
"Quest University,Canada,http://www.questu.ca/"
"Ontario College of Art and Design,Canada,http://www.ocad.ca/"
"Mount Saint Vincent University,Canada,http://www.msvu.ca/"
"Okanagan University College,Canada,http://www.okanagan.bc.ca/"
"Dominican College of Philosophy and Theology,Canada,http://www.op.org/canada/college.htm"
"Southern Alberta Institute of Technology,Canada,http://www.sait.ca/"
"Selkirk College,Canada,http://www.selkirk.bc.ca/"
"Northern Alberta Institute of Technology,Canada,http://www.nait.ca/"
"Saskatchewan Indian Federated College,Canada,http://www.sifc.edu/"
"University of Toronto, Scarborough,Canada,http://www.scar.utoronto.ca/"
"Luther College,Canada,http://www.saskweb.com/luthercollege/"
"Northern Lights College,Canada,http://www.nlc.bc.ca/"
"Thompson Rivers University,Canada,http://www.tru.ca/"
"Sheridan College,Canada,http://www.sheridancollege.ca/"
"University of Calgary,Canada,http://www.ucalgary.ca/"
"Royal Military College of Canada,Canada,http://www.rmc.ca/"
"Nipissing University,Canada,http://www.nipissingu.ca/"
"Ryerson Polytechnic University,Canada,http://www.ryerson.ca/"
"St. Clair College,Canada,http://www.stclairc.on.ca/"
"St. Francis Xavier University,Canada,http://www.stfx.ca/"
"University College of Cape Breton,Canada,http://www.uccb.ns.ca/"
"Seneca College,Canada,http://www.senecacollege.ca/"
"Trinity Western University,Canada,http://www.twu.ca/"
"St. Thomas University,Canada,http://www.stthomasu.ca/"
"Memorial University of Newfoundland,Canada,http://www.ucs.mun.ca/"
"Nova Scotia Agricultural College,Canada,http://www.nsac.ns.ca/"
"University of Alberta,Canada,http://www.ualberta.ca/"
"Sauder School of Business,Canada,http://www.sauder.ubc.ca/"
"Télé-université, Université du Québec,Canada,http://www.teluq.uquebec.ca/"
"University of Prince Edward Island,Canada,http://www.upei.ca/"
"University College of the Fraser Valley,Canada,http://www.ucfv.bc.ca/"
"University of King's College,Canada,http://www.ukings.ns.ca/"
"University of New Brunswick, Saint John,Canada,http://www.unbsj.ca/"
"Nova Scotia College of Art and Design,Canada,http://www.nscad.ns.ca/"
"University of British Columbia,Canada,http://www.ubc.ca/"
"Université Laval,Canada,http://www.ulaval.ca/"
"North Island College,Canada,http://www.nic.bc.ca/"
"Redeemer College,Canada,http://www.redeemer.ca/"
"Trent University,Canada,http://www.trentu.ca/"
"Université du Québec à Chicoutimi,Canada,http://www.uqac.ca/"
"University of Ontario Institute of Technology,Canada,http://www.uoit.ca/"
"University Canada West,Canada,http://www.universitycanadawest.ca/"
"Regent College,Canada,http://www.regent-college.edu/"
"Simon Fraser University,Canada,http://www.sfu.ca/"
"Bishop's University,Canada,http://www.ubishops.ca/"
"University of Guelph,Canada,http://www.uoguelph.ca/"
"Université du Québec à Montréal,Canada,http://www.uqam.ca/"
"Royal Roads University,Canada,http://www.royalroads.ca/"
"University of Trinity College,Canada,http://www.trinity.utoronto.ca/"
"St. Mary's University,Canada,http://www.stmarys.ca/,https://smu.ca/"
"University of Ottawa,Canada,http://www.uottawa.ca/"
"Université du Québec en Abitibi-Témiscamingue,Canada,http://www.uqat.uquebec.ca/"
"Université du Québec à Rimouski,Canada,http://www.uqar.uquebec.ca/"
"University of Moncton,Canada,http://www.umoncton.ca/"
"University of New Brunswick,Canada,http://www.unb.ca/"
"University of Lethbridge,Canada,http://www.uleth.ca/"
"University of St. Jerome's College,Canada,http://www.usjc.uwaterloo.ca/"
"University of Sudbury,Canada,http://www.usudbury.com/"
"University of Québec,Canada,http://www.uquebec.ca/"
"University of Northern British Columbia,Canada,http://www.unbc.ca/"
"Université de Montréal,Canada,http://www.umontreal.ca/"
"Université du Québec en Outaouais,Canada,http://www.uqo.ca/"
"St. Anne University,Canada,http://www.ustanne.ednet.ns.ca/"
"Université du Québec à Trois-Rivières,Canada,http://www.uqtr.uquebec.ca/"
"University of Toronto, Mississauga,Canada,http://www.utm.utoronto.ca/"
"Campion College,Canada,http://www.uregina.ca/campion/"
"University of Saskatchewan,Canada,http://www.usask.ca/"
"University of Manitoba,Canada,http://www.umanitoba.ca/"
"University of Toronto,Canada,http://www.utoronto.ca/"
"University of St. Michael's College,Canada,http://www.utoronto.ca/stmikes/"
"Université de Sherbrooke,Canada,http://www.usherb.ca/"
"University College of Saint-Boniface,Canada,http://www.ustboniface.mb.ca/"
"University of Regina,Canada,http://www.uregina.ca/"
"University of Waterloo,Canada,http://www.uwaterloo.ca/"
"University of Victoria,Canada,http://www.uvic.ca/"
"University of Windsor,Canada,http://www.uwindsor.ca/"
"St. Paul University,Canada,http://www.ustpaul.ca/"
"University of Winnipeg,Canada,http://www.uwinnipeg.ca/"
"College of Bois-de-Boulogne,Canada,https://www.bdeb.qc.ca/"
"King's College,Canada,http://www.uwo.ca/kings/"
"University of Western Ontario,Canada,http://www.uwo.ca/"
"Brescia University College,Canada,http://brescia.uwo.ca/"
"Wilfrid Laurier University,Canada,http://www.wlu.ca/"
"Vancouver Community College,Canada,http://www.vcc.ca/"
"Vanier College,Canada,https://www.vaniercollege.qc.ca/"
"Fanshawe College,Canada,https://www.fanshawec.ca/"
"Victoria University Toronto, University of Toronto,Canada,http://vicu.utoronto.ca/"
"Ontario Tech University,Canada,https://ontariotechu.ca/"
"Yukon College,Canada,http://www.yukoncollege.yk.ca/"
"York University,Canada,http://www.yorku.ca/"
"Mohawk College,Canada,https://www.mohawkcollege.ca/"
